,img_ids,sim,random_sims,img_random_sims,objects
326,7373.jpg,"[0.46915197372436523, 0.5849276185035706]","[0.46915197372436523, 0.5849276185035706]",False,"['hair', 'face', 'hair', 'face']"
327,6725.jpg,"[0.7711057662963867, 0.24976995587348938]","[0.7711057662963867, 0.24976995587348938]",False,"['face', 'face']"
328,9271.jpg,"[0.7499179244041443, 0.2583268880844116]","[0.6185383796691895, 0.4437587261199951]",True,"['hair', 'eyes', 'eye', 'eyes', 'eye', 'eye', 'eye', 'hair', 'face', 'window', 'dog']"
329,5649.jpg,"[0.6004562377929688, 0.4529353976249695]","[0.8481906652450562, 0.15894602239131927]",True,"['man', 'face', 'man', 'man', 'eyes', 'man', 'man', 'face', 'eyes', 'man', 'man', 'beard']"
330,13261.jpg,"[0.6235491633415222, 0.371554434299469]","[0.6235491633415222, 0.371554434299469]",False,"['hand', 'hair', 'hair', 'ball', 'vase']"
331,10133.jpg,"[0.5997404456138611, 0.4242817163467407]","[0.5997404456138611, 0.4242817163467407]",False,"['people', 'building', 'people', 'sign', 'people', 'people', 'building', 'sign', 'man', 'building', 'woman', 'woman', 'woman', 'man', 'woman']"
332,8404.jpg,"[0.7122507095336914, 0.3259415328502655]","[0.7122507095336914, 0.3259415328502655]",False,"['sign', 'microwave,microwave oven', 'door', 'door']"
333,8070.jpg,"[0.6109514832496643, 0.369208425283432]","[0.6109514832496643, 0.369208425283432]",False,"['car', 'car', 'car']"
334,1604.jpg,"[0.2447073757648468, 0.7020312547683716]","[0.6531401872634888, 0.35086289048194885]",True,"['ear', 'face', 'eye']"
335,422.jpg,"[0.5364190936088562, 0.47849828004837036]","[0.6638138890266418, 0.30378103256225586]",True,"['man', 'man', 'man', 'man', 'sign', 'man', 'shirt', 'sign', 'sign', 'man', 'head', 'sign', 'man', 'shirt']"
336,2215.jpg,"[0.7103508114814758, 0.3078324794769287]","[0.7103508114814758, 0.3078324794769287]",False,"['face', 'face', 'nose', 'hand', 'hand', 'eyes', 'man', 'eyes', 'eye', 'face', 'man', 'man', 'hair', 'sign', 'hair', 'mouth', 'chin', 'face', 'eye', 'man', 'mouth', 'lips']"
337,3105.jpg,"[0.6514661908149719, 0.36154863238334656]","[0.6514661908149719, 0.36154863238334656]",False,"['nose', 'face', 'man', 'eye', 'nose', 'man', 'mouth', 'man', 'man', 'man', 'man', 'face', 'face']"
338,10255.jpg,"[0.552090585231781, 0.4379214644432068]","[0.552090585231781, 0.4379214644432068]",False,"['sign', 'head']"
339,1018.jpg,"[0.5377649068832397, 0.5373103022575378]","[0.5377649068832397, 0.5373103022575378]",False,"['man', 'man', 'man', 'man', 'man', 'man', 'letter', 'shirt', 'man', 'hair']"
340,10729.jpg,"[0.5676285028457642, 0.5438656210899353]","[0.7738602757453918, 0.2121431529521942]",True,[]
341,7669.jpg,"[0.8216320276260376, 0.17842182517051697]","[0.48835501074790955, 0.6140531897544861]",True,['face']
342,4913.jpg,"[0.7995463013648987, 0.27954256534576416]","[0.7995463013648987, 0.27954256534576416]",False,"['face', 'eye', 'face', 'hand', 'mouth', 'girl']"
343,1062.jpg,"[0.8802167177200317, 0.13345777988433838]","[0.8802167177200317, 0.13345777988433838]",False,"['hair', 'hair']"
344,13399.jpg,"[0.7982679009437561, 0.25180211663246155]","[0.7982679009437561, 0.25180211663246155]",False,"['sign', 'flower']"
345,953.jpg,"[0.572500467300415, 0.4740118086338043]","[0.572500467300415, 0.4740118086338043]",False,['sign']
346,7831.jpg,"[0.7522134780883789, 0.2500290274620056]","[0.5037232637405396, 0.5144111514091492]",True,"['eyes', 'face', 'face', 'mouth', 'face', 'eye', 'shirt']"
347,5881.jpg,"[0.6895881295204163, 0.32214778661727905]","[0.7782301902770996, 0.31926119327545166]",True,"['dog', 'dog']"
348,152.jpg,"[0.6019151210784912, 0.444593220949173]","[0.6019151210784912, 0.444593220949173]",False,[]
349,1341.jpg,"[0.5242789387702942, 0.5424987077713013]","[0.5242789387702942, 0.5424987077713013]",False,[]
350,8484.jpg,"[0.8356927037239075, 0.16901107132434845]","[0.8356927037239075, 0.16901107132434845]",False,"['sign', 'sign']"
351,1816.jpg,"[0.7338120937347412, 0.33075132966041565]","[0.7338120937347412, 0.33075132966041565]",False,"['door', 'building', 'door', 'building', 'door', 'building', 'building']"
352,3791.jpg,"[0.6528341174125671, 0.4067455232143402]","[0.9299342036247253, 0.09781409800052643]",True,"['tree', 'pants', 'man', 'sign', 'tree', 'tree', 'car', 'car', 'tree']"
353,959.jpg,"[0.8546507954597473, 0.191666379570961]","[0.7365427613258362, 0.3145430088043213]",True,"['woman', 'shoe', 'woman']"
354,2700.jpg,"[0.4280449450016022, 0.5807693600654602]","[0.6693387627601624, 0.32690903544425964]",True,"['man', 'man', 'head', 'hair', 'face', 'head', 'man', 'man', 'man']"
355,3545.jpg,"[0.623989999294281, 0.4242279827594757]","[0.22703339159488678, 0.7913137078285217]",True,"['dog', 'sign', 'dog', 'man', 'face', 'sign', 'eye', 'hand', 'face', 'bear', 'bear']"
356,4917.jpg,"[0.7294909954071045, 0.3314586579799652]","[0.7355177402496338, 0.23307473957538605]",True,['face']
357,10905.jpg,"[0.7212774157524109, 0.27127060294151306]","[0.6554418802261353, 0.4331497251987457]",True,"['woman', 'sign']"
358,7367.jpg,"[0.6474787592887878, 0.3891791105270386]","[0.6392343640327454, 0.3670380413532257]",True,"['sky', 'television,tv']"
359,8217.jpg,"[0.791458010673523, 0.21711881458759308]","[0.7688736319541931, 0.2686193585395813]",True,['sky']
360,1907.jpg,"[0.8952659368515015, 0.10081508755683899]","[0.9664046764373779, 0.03444811701774597]",True,"['hair', 'face', 'hat', 'man', 'goggles']"
361,1152.jpg,"[0.9538701772689819, 0.059174325317144394]","[0.6136335134506226, 0.4094681143760681]",True,"['building', 'man', 'building', 'man', 'building']"
362,8044.jpg,"[0.6781910061836243, 0.3090125024318695]","[0.6945191621780396, 0.26230448484420776]",True,"['sign', 'sign', 'sign', 'sign', 'sign', 'sign', 'sign', 'sign', 'man', 'wall', 'sign']"
363,3269.jpg,"[0.6850187182426453, 0.29265227913856506]","[0.8203918933868408, 0.17203249037265778]",True,"['flower', 'flower', 'flower', 'flower', 'flower', 'sign', 'water', 'sign', 'plant']"
364,4506.jpg,"[0.5631789565086365, 0.4864610433578491]","[0.5631789565086365, 0.4864610433578491]",False,"['face', 'face', 'glasses', 'glasses', 'man', 'man', 'man', 'man']"
365,11573.jpg,"[0.7273579239845276, 0.29985567927360535]","[0.7273579239845276, 0.29985567927360535]",False,"['head', 'man', 'glove', 'man']"
366,8021.jpg,"[0.8081837892532349, 0.25440841913223267]","[0.8081837892532349, 0.25440841913223267]",False,[]
367,10324.jpg,"[0.48378100991249084, 0.4950864315032959]","[0.48378100991249084, 0.4950864315032959]",False,"['sign', 'hair', 'sign']"
368,1571.jpg,"[0.8172082304954529, 0.21257373690605164]","[0.8647668957710266, 0.14808878302574158]",True,"['man', 'sleeve', 'man', 'shirt', 'head', 'head', 'television,tv', 'man']"
369,6283.jpg,"[0.8166757822036743, 0.19930583238601685]","[0.832451581954956, 0.1921657919883728]",True,"['face', 'eyes', 'teeth', 'face', 'eye', 'eye', 'shadow', 'face', 'mouth', 'face']"
370,2883.jpg,"[0.6377392411231995, 0.3906572461128235]","[0.6118901968002319, 0.40636390447616577]",True,"['face', 'face', 'glasses', 'man', 'mouth', 'face', 'woman']"
371,9125.jpg,"[0.6739816665649414, 0.33731919527053833]","[0.5976666808128357, 0.4062689542770386]",True,"['shirt', 'sign', 'man', 'face', 'man']"
372,8491.jpg,"[0.9422500133514404, 0.06137387827038765]","[0.6792875528335571, 0.3283382058143616]",True,"['pillow', 'hair', 'person']"
373,2942.jpg,"[0.764694094657898, 0.2611035704612732]","[0.9198160171508789, 0.07525204122066498]",True,"['face', 'face', 'hand', 'hand', 'hand']"
374,1805.jpg,"[0.8218196034431458, 0.17882470786571503]","[0.6588577032089233, 0.3476509749889374]",True,"['scarf', 'woman', 'woman', 'woman']"
375,2890.jpg,"[0.41465669870376587, 0.5834206938743591]","[0.6892229914665222, 0.32680636644363403]",True,"['woman', 'hair']"
376,5755.jpg,"[0.6890659928321838, 0.31289541721343994]","[0.6535946726799011, 0.3720909357070923]",True,"['eyes', 'eye', 'face', 'eye', 'chair', 'sign', 'window', 'building', 'hand', 'sign', 'hair']"
377,8020.jpg,"[0.43452030420303345, 0.5828264951705933]","[0.7188228368759155, 0.2602120339870453]",True,"['hair', 'sign', 'sign', 'woman', 'girl']"
378,5727.jpg,"[0.566424548625946, 0.42894017696380615]","[0.7046719789505005, 0.3280910551548004]",True,"['dog', 'dog', 'dog', 'eye', 'nose', 'dog', 'dog', 'face', 'mouth', 'nose', 'sign', 'dog', 'pole', 'dog', 'nose', 'eyes', 'eye', 'eye', 'sign']"
379,8059.jpg,"[0.8180139064788818, 0.24083353579044342]","[0.6538456082344055, 0.3661699593067169]",True,[]
380,9904.jpg,"[0.8185139894485474, 0.21162573993206024]","[0.8185139894485474, 0.21162573993206024]",False,[]
381,6316.jpg,"[0.7084033489227295, 0.3356170058250427]","[0.7084033489227295, 0.3356170058250427]",False,"['frisbee', 'frisbee']"
382,9170.jpg,"[0.8396005034446716, 0.15092669427394867]","[0.8396005034446716, 0.15092669427394867]",False,"['window', 'face']"
383,3789.jpg,"[0.7107549905776978, 0.311727374792099]","[0.7107549905776978, 0.311727374792099]",False,"['sign', 'sky', 'cat', 'sky', 'girl', 'sign', 'girl', 'cat']"
384,2773.jpg,"[0.6178362965583801, 0.41129162907600403]","[0.6178362965583801, 0.41129162907600403]",False,"['table', 'hair', 'table', 'table', 'table', 'man', 'man', 'man', 'suit']"
385,4177.jpg,"[0.7435767650604248, 0.3198120594024658]","[0.7435767650604248, 0.3198120594024658]",False,['sign']
386,7557.jpg,"[0.8512227535247803, 0.11888632923364639]","[0.933862566947937, 0.07003714144229889]",True,['sign']
387,11476.jpg,"[0.863525927066803, 0.12705525755882263]","[0.776013195514679, 0.1778155267238617]",True,"['man', 'man']"
388,2637.jpg,"[0.7708830833435059, 0.3304808437824249]","[0.7708830833435059, 0.3304808437824249]",False,"['window', 'dog', 'car', 'dog', 'dog', 'window', 'window', 'window']"
389,2392.jpg,"[0.4960605502128601, 0.5117012858390808]","[0.4960605502128601, 0.5117012858390808]",False,"['face', 'eye', 'face', 'head']"
390,10171.jpg,"[0.4870982766151428, 0.5035730600357056]","[0.4870982766151428, 0.5035730600357056]",False,"['sign', 'sign', 'tree', 'man', 'building', 'man', 'man', 'man']"
391,6618.jpg,"[0.8870867490768433, 0.13763131201267242]","[0.8870867490768433, 0.13763131201267242]",False,"['sign', 'man', 'man', 'sign', 'man', 'sign', 'sign', 'man', 'woman', 'woman']"
392,2783.jpg,"[0.43536221981048584, 0.6349563002586365]","[0.43536221981048584, 0.6349563002586365]",False,"['hood', 'hood', 'sign', 'people', 'hoodie', 'nose', 'glove', 'sign']"
393,7246.jpg,"[0.8557197451591492, 0.14621129631996155]","[0.8557197451591492, 0.14621129631996155]",False,"['hair', 'sign', 'sign', 'man', 'man', 'hair', 'sign']"
394,3074.jpg,"[0.5785530209541321, 0.4232376217842102]","[0.8724450469017029, 0.1311209499835968]",True,"['face', 'man', 'man', 'man', 'man']"
395,1780.jpg,"[0.946884274482727, 0.06107712537050247]","[0.6540535092353821, 0.3498381972312927]",True,"['ear', 'hair', 'bird', 'head', 'eye', 'sign']"
396,111.jpg,"[0.7845654487609863, 0.21345336735248566]","[0.7071889042854309, 0.30516284704208374]",True,"['building', 'man', 'building', 'man']"
397,8326.jpg,"[0.7224761247634888, 0.3162086308002472]","[0.655951201915741, 0.3754894733428955]",True,"['hair', 'sign', 'wall', 'woman']"
398,3474.jpg,"[0.6843375563621521, 0.3973322808742523]","[0.6843375563621521, 0.3973322808742523]",False,"['sign', 'letter', 'fish', 'sign', 'sign', 'sign', 'sign', 'sign', 'sign', 'sign', 'sign', 'sign']"
399,8261.jpg,"[0.7205125689506531, 0.305990993976593]","[0.7205125689506531, 0.305990993976593]",False,"['face', 'glasses', 'glasses', 'ear', 'sign', 'sign', 'man', 'man', 'sign', 'face', 'glasses']"
400,6629.jpg,"[0.857552170753479, 0.162596195936203]","[0.7731347680091858, 0.23880746960639954]",True,"['pants', 'pants', 'wall', 'shirt', 'sign', 'sign', 'sign']"
401,10425.jpg,"[0.7282214164733887, 0.28598299622535706]","[0.8767142295837402, 0.1589537262916565]",True,"['sign', 'man', 'shirt']"
402,3739.jpg,"[0.6757153272628784, 0.36565637588500977]","[0.6757153272628784, 0.36565637588500977]",False,['hair']
403,844.jpg,"[0.5306963324546814, 0.46279922127723694]","[0.5306963324546814, 0.46279922127723694]",False,"['eyes', 'window', 'eye', 'eye', 'head', 'logo', 'hair', 'screen', 'logo', 'woman', 'window']"
404,11010.jpg,"[0.7303892374038696, 0.2908930778503418]","[0.6327996253967285, 0.3821183741092682]",True,"['face', 'ear', 'man', 'dog', 'dog']"
405,3686.jpg,"[0.6903206706047058, 0.3291079103946686]","[0.6258871555328369, 0.36810779571533203]",True,"['hair', 'man', 'hair', 'man', 'man', 'hair', 'man', 'hair', 'man', 'woman', 'man', 'suit', 'man', 'man', 'man', 'man', 'man', 'man', 'man', 'man', 'hair', 'shirt', 'man', 'woman']"
406,11700.jpg,"[0.7847949266433716, 0.2079640030860901]","[0.7847949266433716, 0.2079640030860901]",False,"['man', 'tie', 'shirt', 'eye', 'shirt', 'curtain', 'chin', 'mouth']"
407,5893.jpg,"[0.8043709993362427, 0.23103715479373932]","[0.8043709993362427, 0.23103715479373932]",False,"['kite', 'kite', 'kite', 'umbrella']"
408,7342.jpg,"[0.1523750275373459, 0.8373338580131531]","[0.1523750275373459, 0.8373338580131531]",False,"['screen', 'sign', 'screen']"
409,7026.jpg,"[0.945642352104187, 0.06258495897054672]","[0.945642352104187, 0.06258495897054672]",False,"['tree', 'sign', 'sign', 'sign', 'window', 'sign', 'sign', 'window']"
410,7082.jpg,"[0.6683177351951599, 0.3194052577018738]","[0.8184037208557129, 0.1825207620859146]",True,"['man', 'hand', 'head', 'man', 'hand', 'hat', 'man', 'jacket']"
411,5565.jpg,"[0.9210808873176575, 0.08915097266435623]","[0.7726793885231018, 0.2285471111536026]",True,"['letter', 'sidewalk,side walk', 'letter']"
412,5371.jpg,"[0.8064297437667847, 0.2773997485637665]","[0.8064297437667847, 0.2773997485637665]",False,"['face', 'glasses', 'shirt', 'hair', 'shirt', 'hair', 'woman', 'letters']"
413,8299.jpg,"[0.6508431434631348, 0.38694098591804504]","[0.6508431434631348, 0.38694098591804504]",False,"['dog', 'dog', 'sign']"
414,9336.jpg,"[0.7455291748046875, 0.23133216798305511]","[0.7455291748046875, 0.23133216798305511]",False,"['face', 'eyes', 'eye', 'man', 'eyes', 'man', 'man', 'man']"
415,9212.jpg,"[0.7469753623008728, 0.28081604838371277]","[0.7469753623008728, 0.28081604838371277]",False,"['shirt', 'man', 'player', 'writing', 'wall']"
416,8162.jpg,"[0.6795289516448975, 0.37596356868743896]","[0.6795289516448975, 0.37596356868743896]",False,"['face', 'logo', 'logo', 'sign', 'face', 'sign']"
417,11199.jpg,"[0.5368306636810303, 0.4457639157772064]","[0.5368306636810303, 0.4457639157772064]",False,"['sign', 'sign', 'hair', 'sign']"
418,5410.jpg,"[0.6641616821289062, 0.30160340666770935]","[0.6641616821289062, 0.30160340666770935]",False,"['hair', 'sign', 'woman']"
419,1703.jpg,"[0.832963228225708, 0.16989164054393768]","[0.832963228225708, 0.16989164054393768]",False,"['television,tv', 'television,tv', 'television,tv', 'television,tv', 'television,tv', 'television,tv', 'sky', 'television,tv', 'sign', 'sky', 'television,tv', 'television,tv']"
420,198.jpg,"[0.6790918707847595, 0.31449422240257263]","[0.6531891226768494, 0.398029625415802]",True,"['rope', 'rope', 'hair', 'sign', 'sign']"
421,10396.jpg,"[0.6165345907211304, 0.4261404871940613]","[0.6393541097640991, 0.35687771439552307]",True,[]
422,7746.jpg,"[0.7868020534515381, 0.2751331627368927]","[0.7868020534515381, 0.2751331627368927]",False,"['head', 'eye', 'eye', 'head']"
423,6432.jpg,"[0.8290207386016846, 0.18417204916477203]","[0.8290207386016846, 0.18417204916477203]",False,"['sign', 'sleeve', 'hair', 'hair', 'woman']"
424,4999.jpg,"[0.6488573551177979, 0.3990321457386017]","[0.6924956440925598, 0.34911343455314636]",True,"['mirror', 'girl', 'arrow', 'head', 'woman']"
425,9659.jpg,"[0.7754313945770264, 0.27550917863845825]","[0.519883394241333, 0.5250975489616394]",True,"['face', 'eyes', 'face', 'eye', 'eyes', 'man', 'ear', 'sign', 'collar', 'sleeve', 'man', 'collar', 'sign']"
426,10228.jpg,"[0.7481576204299927, 0.26541706919670105]","[0.8160731196403503, 0.2240951806306839]",True,"['sign', 'cake', 'face', 'face']"
427,10678.jpg,"[0.7586290240287781, 0.30001211166381836]","[0.7803105711936951, 0.28184545040130615]",True,['label']
428,3111.jpg,"[0.6786908507347107, 0.4169827103614807]","[0.665529191493988, 0.4237114489078522]",True,"['pocket', 'jeans', 'sidewalk,side walk', 'jeans', 'pocket', 'sidewalk,side walk']"
429,9991.jpg,"[0.6838555932044983, 0.4278194308280945]","[0.6052071452140808, 0.49541643261909485]",True,"['letter', 'sign', 'head']"
430,9688.jpg,"[0.8753559589385986, 0.14785271883010864]","[0.6237839460372925, 0.3521139621734619]",True,"['face', 'hair']"
431,4530.jpg,"[0.7136269807815552, 0.30420199036598206]","[0.9091389775276184, 0.12127795815467834]",True,"['sign', 'hand', 'sign', 'shadow']"
432,9214.jpg,"[0.6809520125389099, 0.340984582901001]","[0.8883953094482422, 0.10304513573646545]",True,"['window', 'pants', 'woman', 'hair', 'woman', 'pants', 'wall', 'woman']"
433,5758.jpg,"[0.9395636916160583, 0.06865335255861282]","[0.9174643754959106, 0.09635335952043533]",True,"['ear', 'dog', 'ears', 'dog']"
434,11665.jpg,"[0.6534449458122253, 0.37467706203460693]","[0.4634508192539215, 0.5861437916755676]",True,"['man', 'man', 'man', 'sign', 'beard', 'man', 'man', 'wall', 'head', 'man']"
435,8000.jpg,"[0.33835455775260925, 0.701960563659668]","[0.5223436951637268, 0.5318752527236938]",True,"['hair', 'hair', 'hair', 'hair', 'girl', 'wall', 'girl']"
436,8106.jpg,"[0.6287084221839905, 0.395628958940506]","[0.6287084221839905, 0.395628958940506]",False,"['face', 'hair', 'hair', 'man', 'man', 'face', 'head', 'sleeve', 'sign']"
437,7856.jpg,"[0.6857681274414062, 0.3091227412223816]","[0.6857681274414062, 0.3091227412223816]",False,['head']
438,11087.jpg,"[0.7080919146537781, 0.28762897849082947]","[0.7080919146537781, 0.28762897849082947]",False,"['train', 'train', 'train', 'building', 'building']"
439,5673.jpg,"[0.6917038559913635, 0.31219109892845154]","[0.6917038559913635, 0.31219109892845154]",False,"['building', 'building', 'building', 'building', 'building']"
440,4093.jpg,"[0.7510582804679871, 0.306786447763443]","[0.7510582804679871, 0.306786447763443]",False,"['hair', 'car', 'woman', 'car', 'car', 'shirt']"
441,9323.jpg,"[0.6863054037094116, 0.32963165640830994]","[0.6863054037094116, 0.32963165640830994]",False,"['sign', 'sign']"
442,1856.jpg,"[0.7835399508476257, 0.26166093349456787]","[0.8272308707237244, 0.18865306675434113]",True,"['man', 'man', 'man', 'microwave,microwave oven', 'man']"
443,4428.jpg,"[0.8799244165420532, 0.12394572794437408]","[0.6826686263084412, 0.3502035140991211]",True,"['man', 'face', 'man', 'man', 'bottle', 'man', 'man', 'man', 'bottle', 'eyes', 'face', 'man', 'wall']"
444,10416.jpg,"[0.47372421622276306, 0.521202802658081]","[0.7249177694320679, 0.2972191274166107]",True,"['man', 'mouth']"
445,9919.jpg,"[0.8256363272666931, 0.19355355203151703]","[0.8055309653282166, 0.1847299188375473]",True,"['eye', 'face', 'light']"
446,10203.jpg,"[0.7491970658302307, 0.3012300133705139]","[0.6905947923660278, 0.28425487875938416]",True,"['face', 'building']"
447,5076.jpg,"[0.6911979913711548, 0.28418877720832825]","[0.5821390151977539, 0.47162431478500366]",True,"['nose', 'dog', 'dog', 'dog', 'dog', 'window', 'head', 'dog', 'letters', 'window', 'letters']"
448,569.jpg,"[0.5618550181388855, 0.403978556394577]","[0.7262002825737, 0.2781083881855011]",True,"['table', 'table', 'glass', 'table', 'wine glass', 'table', 'wine glass']"
449,11045.jpg,"[0.7214653491973877, 0.3075771927833557]","[0.6311348080635071, 0.37831416726112366]",True,"['ribbon', 'sign', 'sign']"
450,9093.jpg,"[0.7515729665756226, 0.24788306653499603]","[0.48838168382644653, 0.5766093134880066]",True,"['hair', 'face', 'dog', 'dog', 'sign', 'sign', 'dog', 'dog', 'keyboard', 'sign', 'sign']"
451,11024.jpg,"[0.4719066619873047, 0.6124547719955444]","[0.7756189703941345, 0.2262725532054901]",True,"['hand', 'building', 'man', 'man']"
452,1776.jpg,"[0.40600448846817017, 0.5810774564743042]","[0.40600448846817017, 0.5810774564743042]",False,"['hair', 'hair', 'hair', 'hair', 'hair', 'hair', 'hair', 'hair', 'hair', 'hair', 'hair']"
453,2939.jpg,"[0.8135505318641663, 0.24952520430088043]","[0.8135505318641663, 0.24952520430088043]",False,[]
454,9445.jpg,"[0.5360316038131714, 0.417077898979187]","[0.5360316038131714, 0.417077898979187]",False,"['hair', 'hair', 'face', 'eyes', 'face', 'man', 'man', 'man', 'face', 'jacket', 'face', 'face', 'face', 'man', 'man']"
455,11384.jpg,"[0.30321529507637024, 0.7525220513343811]","[0.30321529507637024, 0.7525220513343811]",False,"['man', 'man', 'man']"
456,2906.jpg,"[0.7971294522285461, 0.24321122467517853]","[0.9671227335929871, 0.037152014672756195]",True,"['hat', 'hair', 'sign', 'woman', 'sign', 'water', 'woman', 'hair', 'woman']"
457,7251.jpg,"[0.4501810669898987, 0.5221956372261047]","[0.7630460858345032, 0.293606698513031]",True,"['eye', 'eye', 'ear', 'letters', 'letter', 'face']"
458,432.jpg,"[0.7140653133392334, 0.31645968556404114]","[0.7176797986030579, 0.27965888381004333]",True,"['man', 'face', 'glasses', 'glasses', 'face', 'glasses', 'man']"
459,2.jpg,"[0.7024513483047485, 0.3115386366844177]","[0.7236689329147339, 0.29758915305137634]",True,"['television,tv', 'television,tv', 'sign']"
460,6580.jpg,"[0.6370974183082581, 0.48741334676742554]","[0.708247721195221, 0.27209240198135376]",True,['eye']
461,8111.jpg,"[0.697540283203125, 0.2987571656703949]","[0.5549283027648926, 0.5599222779273987]",True,"['tie', 'tie', 'tie']"
462,7391.jpg,"[0.7869709134101868, 0.28953173756599426]","[0.7869709134101868, 0.28953173756599426]",False,"['hair', 'hair', 'nose', 'mouth', 'man', 'face', 'window', 'eyes', 'sign']"
463,4477.jpg,"[0.7783554792404175, 0.26869308948516846]","[0.7783554792404175, 0.26869308948516846]",False,[]
464,9270.jpg,"[0.7390093207359314, 0.31289947032928467]","[0.5932936668395996, 0.4990985095500946]",True,"['wall', 'sign', 'wall', 'wall', 'shadow']"
465,4036.jpg,"[0.7022374272346497, 0.3434368371963501]","[0.666404128074646, 0.38694140315055847]",True,"['hair', 'eyes', 'face', 'hair', 'dog', 'dog', 'hair', 'hair', 'man', 'mouth', 'dog', 'dog', 'man', 'man', 'shirt', 'man', 'shirt']"
466,8119.jpg,"[0.6791223883628845, 0.2999207377433777]","[0.8555270433425903, 0.1718195229768753]",True,['sign']
467,9174.jpg,"[0.7185025215148926, 0.3200075626373291]","[0.800125777721405, 0.20345288515090942]",True,"['sign', 'sign', 'building']"
468,5097.jpg,"[0.621042013168335, 0.3965054750442505]","[0.621042013168335, 0.3965054750442505]",False,"['bird', 'man', 'face', 'eyes', 'man', 'sign', 'sign']"
469,6950.jpg,"[0.9304768443107605, 0.08301959186792374]","[0.9304768443107605, 0.08301959186792374]",False,[]
470,9467.jpg,"[0.618391215801239, 0.45092305541038513]","[0.618391215801239, 0.45092305541038513]",False,"['sign', 'mouth', 'woman', 'mouth']"
471,5282.jpg,"[0.829277753829956, 0.20394819974899292]","[0.829277753829956, 0.20394819974899292]",False,"['hair', 'hair', 'hair', 'wall', 'wall', 'sign', 'sign']"
472,1144.jpg,"[0.594660758972168, 0.32823342084884644]","[0.7229403257369995, 0.25359854102134705]",True,"['hair', 'chair', 'girl', 'dog', 'woman', 'girl', 'hair', 'hair', 'hair', 'hair']"
473,13021.jpg,"[0.7425156831741333, 0.26626694202423096]","[0.7125250697135925, 0.2536556124687195]",True,"['table', 'table', 'hair', 'plate', 'table', 'girl', 'table']"
474,4525.jpg,"[0.8610168099403381, 0.2132495939731598]","[0.8736765384674072, 0.13918493688106537]",True,"['eye', 'eye']"
475,6332.jpg,"[0.8151843547821045, 0.2152184247970581]","[0.8962646722793579, 0.16740946471691132]",True,"['eye', 'eye', 'dog', 'face', 'dog', 'eye', 'face', 'eyes', 'sign', 'dog', 'dog', 'sign', 'face', 'dog', 'shirt', 'face', 'dog', 'face']"
476,10565.jpg,"[0.9042604565620422, 0.08956178277730942]","[0.9042604565620422, 0.08956178277730942]",False,"['hair', 'hair', 'girl', 'girl', 'girl', 'sign', 'glove']"
477,9229.jpg,"[0.26059824228286743, 0.7089338302612305]","[0.26059824228286743, 0.7089338302612305]",False,"['eyes', 'face', 'face', 'eye', 'face', 'dog', 'man', 'face']"
478,4918.jpg,"[0.8152055740356445, 0.19476711750030518]","[0.8152055740356445, 0.19476711750030518]",False,"['glasses', 'face', 'man', 'wall', 'wall', 'man', 'wall', 'wall', 'wall']"
479,11169.jpg,"[0.435140997171402, 0.5281147956848145]","[0.435140997171402, 0.5281147956848145]",False,"['glasses', 'sign', 'glasses', 'man', 'man', 'man', 'man', 'building', 'building', 'shirt', 'face', 'man', 'man', 'man']"
480,9285.jpg,"[0.5181400179862976, 0.4613993763923645]","[0.5181400179862976, 0.4613993763923645]",False,"['hair', 'pants', 'woman', 'eyes']"
481,7779.jpg,"[0.5023183822631836, 0.48736193776130676]","[0.5023183822631836, 0.48736193776130676]",False,"['hair', 'sign', 'sign', 'man', 'woman', 'girl', 'jeans', 'woman']"
482,6862.jpg,"[0.7496665120124817, 0.3354460299015045]","[0.8990601897239685, 0.13057036697864532]",True,"['hair', 'face', 'television,tv', 'hand', 'hand', 'face', 'hand', 'television,tv']"
483,2286.jpg,"[0.7998656034469604, 0.22372661530971527]","[0.7440130114555359, 0.3498297929763794]",True,"['dog', 'dog', 'dog', 'dog', 'dog', 'woman', 'woman', 'hair', 'pants', 'woman', 'woman', 'woman', 'people', 'woman', 'woman', 'sweater', 'woman', 'woman', 'ground']"
484,4733.jpg,"[0.5880529284477234, 0.3784107267856598]","[0.5519375205039978, 0.46375200152397156]",True,[]
485,9026.jpg,"[0.5974377989768982, 0.39302220940589905]","[0.7547538876533508, 0.21137285232543945]",True,"['hair', 'hair', 'table', 'man', 'man', 'head', 'plate', 'man', 'man', 'woman', 'sign', 'man', 'table', 'shirt']"
486,5115.jpg,"[0.6611981391906738, 0.31138932704925537]","[0.7382466793060303, 0.2473352700471878]",True,"['hair', 'hair', 'head', 'man', 'woman', 'table', 'man']"
487,1732.jpg,"[0.5878023505210876, 0.3809175193309784]","[0.42197278141975403, 0.5889601111412048]",True,"['dog', 'dog', 'ear', 'nose', 'remote', 'eye', 'glove', 'scarf', 'eye']"
488,10529.jpg,"[0.7189995646476746, 0.28521645069122314]","[0.849361002445221, 0.16968339681625366]",True,"['hair', 'shorts', 'hair']"
489,3379.jpg,"[0.7830672860145569, 0.267412930727005]","[0.7371557354927063, 0.29983147978782654]",True,"['hair', 'head', 'sign', 'head', 'man']"
490,5086.jpg,"[0.7613248229026794, 0.263141930103302]","[0.7613248229026794, 0.263141930103302]",False,"['head', 'man', 'head', 'man', 'window']"
